ITERAÇÃO 0 ----------------------------
cp0;324978;12,9;1166,0000001607702;399,00000018369315;3,2154035636784413E-08;3,6738633314892467E-08
cp1;91873;7,3;595,0000006023279;444,0000005543633;1,2046556446848508E-07;1,108726570210276E-07
cp2;327088;10,4;1051,0000006864273;611,0000008178647;1,3728546894801267E-07;1,6357293487660486E-07
cp3;442821;23,9;215,00000034001843;535,0000007271499;6,800368687016434E-08;1,4542998726563854E-07
cp4;295549;18,2;273,0000003202308;327,00000145313174;6,404616633952603E-08;2,906263454917271E-07
cp5;420716;12,9;1042,000000169293;541,0000000018015;3,3858566239962865E-08;3,6029949785386215E-10
cp6;416433;0,6;80,00000064575609;252,00000042412378;1,2915121866422544E-07;8,482475558145938E-08
cp7;324046;3,2;474,0000002229723;236,0000001682101;4,4594461792194804E-08;3,364202012618473E-08
cp8;350235;13,6;234,00000008747122;111,00000010199294;1,7494243213963384E-08;2,039858903088428E-08
cp9;481860;13,6;898,000000115262;126,00000009872531;2,3052382601773194E-08;1,9745061916887363E-08
cp10;451633;13,5;654,0000001430553;214,00000024546767;2,8611074180250707E-08;4,909353417422102E-08
cp11;369624;23,5;1242,000000006041;554,0000000168168;1,2082381233176377E-09;3,3633677274204366E-09
cp12;423193;1,6;390,0000003945248;610,0000007657819;7,890495904955697E-08;1,5315637870840602E-07
cp13;198865;22,6;797,0000001586722;639,0000001142131;3,173442130824546E-08;2,2842629421351824E-08
cp14;85183;2,8;7,000000242275765;530,000000106543;4,845515289163542E-08;2,130858607432051E-08
cp15;63712;7,8;752,00000016588;506,0000001752261;3,317599439924686E-08;3,504521531267789E-08
cp16;234948;18,2;908,0000000686967;559,0000000153991;1,3739354647398414E-08;3,079825566951873E-09
cp17;16912;23,7;204,00000225689942;766,0000010735654;4,513798855227628E-07;2,1471308595932664E-07
cp18;27848;9,3;1220,0000001049852;636,0000006077379;2,0997064664219282E-08;1,2154757630852738E-07
cp19;245677;23,7;219,00000011240695;603,0000004253353;2,248139278536107E-08;8,506706412115019E-08
cp20;182237;9,2;552,0000003367202;140,00000126623763;6,734403615083185E-08;2,5324752547143587E-07
cp21;286918;3;329,00000027434515;577,0000001815848;5,4869029776700406E-08;3,631695662634484E-08
cp22;183431;24,4;350,0000003623314;299,0000000010784;7,246627404643802E-08;2,1568068486607145E-10
cp23;486981;9,1;73,00000001078696;332,99999984184257;2,157391297548246E-09;-3,1631484562997603E-08
cp24;415606;2;1340,0000000264158;56,000000055311034;5,283174520613718E-09;1,106220657250269E-08
cp25;100884;17,7;1372,0000001664396;711,000000171149;3,328791294425752E-08;3,422981190255817E-08
cp26;159216;12,8;1169,00000007883;20,000000011353976;1,5765983063568405E-08;2,270795316583882E-09
cp27;384864;25,3;622,9999999788911;318,99999992310325;-4,221788107228336E-09;-1,5379353309934284E-08
cp28;125245;18,1;1029,9999989502041;592,9999989887916;-2,0995918463972188E-07;-2,0224167844947678E-07
cp29;188761;5,6;395,9999998497224;577,9999989094354;-3,005551973735558E-08;-2,181129357357588E-07
cp30;461125;19,4;823,0000002240695;281,00000007779965;4,481388539619052E-08;1,555993414012494E-08
cp31;385673;25;27,00000010152763;751,0000000459025;2,0305525538762996E-08;9,180511555249763E-09
cp32;234672;13;629,0000002130716;420,00000011528243;4,261433975875817E-08;2,3056488840627712E-08
cp33;52386;9,2;958,0000000267419;583,9999996083393;5,348381797722717E-09;-7,833213865272993E-08
cp34;251106;18,3;668,9999999048455;41,999999916966914;-1,9030901915813973E-08;-1,660661755977654E-08
cp35;113993;23;323,9999999208407;275,0000000060712;-1,5831859411135384E-08;1,2142412651641617E-09
cp36;424598;5,8;533,9999998946521;565,9999998845486;-2,106958110059575E-08;-2,309026304158475E-08
cp37;154748;13,8;987,9999996659409;776,9999999261801;-6,681181293143476E-08;-1,4763980292650635E-08
cp38;123486;15;1177,0000000334694;122,00000002905692;6,693881336321128E-09;5,8113844173406165E-09
cp39;320498;7,3;203,0000000076062;726,9999999360938;1,5212357401759546E-09;-1,278123995298994E-08
cp40;444538;7,9;58,99999995054021;33,999999948064016;-9,891959055168272E-09;-1,0387196493021322E-08
cp41;458201;13,8;1238,0000000864027;711,0000000690295;1,7280543423597078E-08;1,3805892803386605E-08
cp42;10355;22,4;551,0000002393474;169,99999770103292;4,786947811073261E-08;-4,597934166691273E-07
cp43;124216;17,5;25,999999975850585;5,999999934404311;-4,829883192983313E-09;-1,3119137776391614E-08
cp44;129630;9,7;630,9999994366722;715,9999995532644;-1,126655580614809E-07;-8,934712029430669E-08
cp45;155777;18,9;1010,9999999857246;539,0000000460719;-2,8550794071539437E-09;9,214397376439489E-09
cp46;237071;6;1376,0000009082553;219,00000000819935;1,816510648357654E-07;1,6398686670867234E-09
cp47;273586;8,8;214,99999998792669;567,9999999514519;-2,4146614083484246E-09;-9,70962819296516E-09
cp48;282573;4,4;1062,9999999600525;652,0000006745603;-7,989511090150476E-09;1,3491206612799654E-07
cp49;103625;24,2;57,9999993481904;773,9999978727608;-1,303619203083565E-07;-4,2544783399992426E-07
ITERAÇÃO 1 ----------------------------
cp0;324978;12,9;1166,00000064332;399,00000073485364;6,435591923357158E-08;7,34934606555183E-08
cp1;91873;7,3;595,0000024124895;444,0000022190814;2,4156675982203707E-07;2,2207096910702753E-07
cp2;327088;10,4;1051,0000028912646;611,0000037666257;3,0368198067154806E-07;4,2617925213167853E-07
cp3;442821;23,9;215,00000125584623;535,0000033841424;1,1516187638346969E-07;3,85968502798593E-07
cp4;295549;18,2;273,0000012815135;327,00000456791867;1,2821036952663736E-07;3,3233104097402396E-07
cp5;420716;12,9;1042,0000012698029;541,0000001522908;1,8624343969312784E-07;2,9737576908671788E-08
cp6;416433;0,6;80,00000202692047;252,000001600395;1,4708165629036302E-07;1,5042948393960233E-07
cp7;324046;3,2;474,00000088950077;236,00000065434682;8,87112319593598E-08;6,358532055125064E-08
cp8;350235;13,6;234,0000003424563;111,0000003688951;3,350276824163293E-08;3,298184297872554E-08
cp9;481860;13,6;898,0000004644537;126,00000039852709;4,6785966000543876E-08;4,0215294023682274E-08
cp10;451633;13,5;654,0000005783711;214,00000098286895;5,845207805077681E-08;9,838672060927289E-08
cp11;369624;23,5;1242,0000000397272;554,0000001333256;5,528984630035907E-09;1,9938386572686192E-08
cp12;423193;1,6;390,00000160900544;610,0000030183833;1,6399116470812213E-07;2,9736387152472073E-07
cp13;198865;22,6;797,0000005690929;639,0000004115836;5,0349722370921235E-08;3,6631488942109877E-08
cp14;85183;2,8;7,000000833578612;530,0000003950385;6,980541659867953E-08;3,6390507036001425E-08
cp15;63712;7,8;752,0000006722205;506,00000069475215;6,809210152367015E-08;6,885999972278083E-08
cp16;234948;18,2;908,0000004131795;559,0000001228652;5,515720603441267E-08;1,841339689654603E-08
cp17;16912;23,7;204,00000686551215;766,0000040312499;4,7034266072486594E-07;3,7682380423013005E-07
cp18;27848;9,3;1220,0000005144145;636,0000022519755;6,088878004791309E-08;2,0729995442853785E-07
cp19;245677;23,7;219,00000058473609;603,0000025028731;7,198443393322264E-08;3,304404936198769E-07
cp20;182237;9,2;552,0000012166805;140,00000404655873;1,0864802749617957E-07;3,0281669290410547E-07
cp21;286918;3;329,00000135045104;577,0000007164414;1,6035214345852765E-07;7,065435251965226E-08
cp22;183431;24,4;350,00000128228623;299,00000020612964;1,1152469923372935E-07;4,079457153181124E-08
cp23;486981;9,1;72,9999999687331;332,99999932020927;-1,0568161244859893E-08;-7,269517512648243E-08
cp24;415606;2;1340,00000012906;56,00000021132369;1,5245686190000358E-08;2,0140323946656066E-08
cp25;100884;17,7;1372,0000005598133;711,0000004843424;4,538681051383738E-08;2,8408858655368933E-08
cp26;159216;12,8;1169,0000002245433;20,000000093871385;1,3376709091735157E-08;1,4232686100956892E-08
cp27;384864;25,3;622,9999999775248;318,9999997935358;3,948520819318374E-09;-1,053414612320726E-08
cp28;125245;18,1;1029,999995830992;592,9999959199463;-4,138831991222564E-07;-4,115273874130564E-07
cp29;188761;5,6;395,9999996339088;577,9999954405589;-1,3107204001044175E-08;-4,7566234179385615E-07
cp30;461125;19,4;823,0000008293707;281,00000035257193;7,624636664662086E-08;3,939451972270895E-08
cp31;385673;25;27,0000005549833;751,0000002944817;7,038560828733874E-08;4,053531096662996E-08
cp32;234672;13;629,0000004904424;420,00000012429695;1,285982164253066E-08;-2,1253581820020248E-08
